Product_ID,Product_Name,Category,Supplier,Warehouse_Location,Stock_In,Stock_Out,Expected_Stock,Current_Stock,Date,Difference,Inventory_Status,Movement_Rate,Movement_Status
2109,CPU,Components,Lenovo,B2,162,133,29,28,2025-10-02,-1,Normal,0.8209876543209876,Fast Moving
2110,Printer,Electronics,Logitech,A2,418,288,130,132,2026-01-28,2,Normal,0.6889952153110048,Normal
2111,Monitor,Electronics,HP,B2,242,141,101,96,2026-03-23,-5,Normal,0.5826446280991735,Normal
2112,Webcam,Accessories,Dell,C3,112,0,112,106,2026-04-19,-6,Normal,0.0,Slow Moving
2113,Laptop,Electronics,Dell,A3,198,147,51,35,2026-02-01,-16,Missing Inventory,0.7424242424242424,Normal
2114,Keyboard,Accessories,Dell,C1,392,227,165,164,2025-12-24,-1,Normal,0.5790816326530612,Normal
2115,Printer,Electronics,Samsung,B2,175,46,129,143,2025-09-22,14,Normal,0.26285714285714284,Normal
2116,Speaker,Electronics,Samsung,C2,490,348,142,157,2025-09-07,15,Normal,0.710204081632653,Normal
2117,Hard Disk,Storage,Samsung,B2,140,131,9,-4,2026-04-30,-13,Normal,0.9357142857142857,Fast Moving
2118,Projector,Electronics,Samsung,B1,257,104,153,147,2026-05-18,-6,Normal,0.4046692607003891,Normal
2119,Speaker,Electronics,Logitech,B2,482,280,202,199,2025-11-11,-3,Normal,0.5809128630705395,Normal
2120,Speaker,Electronics,Lenovo,C3,234,83,151,166,2026-03-29,15,Normal,0.3547008547008547,Normal
2121,RAM,Components,Logitech,C3,135,37,98,87,2025-09-17,-11,Normal,0.2740740740740741,Normal
2122,Speaker,Electronics,Logitech,C1,234,128,106,105,2026-01-27,-1,Normal,0.5470085470085471,Normal
2123,Keyboard,Accessories,HP,B1,106,60,46,63,2025-10-09,17,Overstock,0.5660377358490566,Normal
2124,Mouse,Accessories,Samsung,A2,82,68,14,3,2025-08-15,-11,Normal,0.8292682926829268,Fast Moving
2125,SSD,Storage,Samsung,C3,319,87,232,248,2026-05-08,16,Overstock,0.2727272727272727,Normal
2126,Projector,Electronics,Samsung,C2,199,66,133,128,2026-05-07,-5,Normal,0.3316582914572864,Normal
2127,Router,Networking,Samsung,A1,66,53,13,17,2026-02-20,4,Normal,0.803030303030303,Fast Moving
2128,Keyboard,Accessories,Samsung,A1,149,27,122,112,2025-07-08,-10,Normal,0.18120805369127516,Slow Moving
2129,Hard Disk,Storage,Logitech,C3,447,111,336,349,2026-04-11,13,Normal,0.2483221476510067,Normal
2130,Monitor,Electronics,Lenovo,A3,470,134,336,346,2026-03-07,10,Normal,0.2851063829787234,Normal
2131,RAM,Components,Lenovo,B2,466,447,19,22,2025-11-21,3,Normal,0.9592274678111588,Fast Moving
2132,Webcam,Accessories,Samsung,A2,481,32,449,455,2026-06-16,6,Normal,0.06652806652806653,Slow Moving
2133,Laptop,Electronics,Dell,C1,312,123,189,198,2025-08-11,9,Normal,0.3942307692307692,Normal
2134,Scanner,Electronics,Logitech,B2,165,150,15,-4,2026-05-16,-19,Missing Inventory,0.9090909090909091,Fast Moving
2135,Mouse,Accessories,Dell,B3,102,56,46,38,2026-03-27,-8,Normal,0.5490196078431373,Normal
2136,Speaker,Electronics,HP,A2,368,83,285,287,2025-09-24,2,Normal,0.22554347826086957,Normal
2137,SSD,Storage,Logitech,C1,248,220,28,21,2025-12-03,-7,Normal,0.8870967741935484,Fast Moving
2138,Printer,Electronics,HP,B1,195,139,56,37,2026-06-19,-19,Missing Inventory,0.7128205128205128,Normal
2139,Keyboard,Accessories,Lenovo,A3,250,242,8,12,2025-09-13,4,Normal,0.968,Fast Moving
2140,Projector,Electronics,Samsung,B3,335,202,133,143,2025-10-20,10,Normal,0.6029850746268657,Normal
2141,Webcam,Accessories,Samsung,B3,205,188,17,-1,2025-10-07,-18,Missing Inventory,0.9170731707317074,Fast Moving
2142,Webcam,Accessories,Lenovo,B2,80,33,47,55,2025-09-05,8,Normal,0.4125,Normal
2143,Hard Disk,Storage,HP,B3,112,40,72,70,2025-12-14,-2,Normal,0.35714285714285715,Normal
2144,Mouse,Accessories,Samsung,C3,211,122,89,92,2025-11-17,3,Normal,0.5781990521327014,Normal
2145,CPU,Components,Samsung,C1,424,182,242,243,2026-03-30,1,Normal,0.42924528301886794,Normal
2146,SSD,Storage,Lenovo,A2,187,10,177,175,2025-11-30,-2,Normal,0.053475935828877004,Slow Moving
2147,RAM,Components,Samsung,A3,455,84,371,379,2025-11-30,8,Normal,0.18461538461538463,Slow Moving
2148,Monitor,Electronics,Samsung,A3,404,165,239,258,2026-03-08,19,Overstock,0.4084158415841584,Normal
2149,Projector,Electronics,Dell,B1,193,58,135,137,2026-01-25,2,Normal,0.3005181347150259,Normal
2150,Speaker,Electronics,Samsung,C3,58,51,7,-11,2025-11-18,-18,Missing Inventory,0.8793103448275862,Fast Moving
2151,Hard Disk,Storage,Dell,A1,114,59,55,53,2025-07-09,-2,Normal,0.5175438596491229,Normal
2152,Speaker,Electronics,Lenovo,B1,165,55,110,118,2026-05-17,8,Normal,0.3333333333333333,Normal
2153,SSD,Storage,Samsung,C2,265,200,65,85,2025-11-12,20,Overstock,0.7547169811320755,Normal
2154,Laptop,Electronics,Samsung,B3,442,109,333,337,2026-05-09,4,Normal,0.24660633484162897,Normal
2155,CPU,Components,Dell,C2,345,252,93,112,2025-08-13,19,Overstock,0.7304347826086957,Normal
2156,Keyboard,Accessories,Logitech,B2,423,146,277,268,2026-03-21,-9,Normal,0.34515366430260047,Normal
2157,Router,Networking,Logitech,C3,475,202,273,283,2026-02-08,10,Normal,0.42526315789473684,Normal
2158,Printer,Electronics,Dell,C2,167,82,85,104,2026-03-04,19,Overstock,0.49101796407185627,Normal
2159,GPU,Components,HP,A2,431,387,44,55,2025-07-09,11,Normal,0.8979118329466357,Fast Moving
2160,Webcam,Accessories,Dell,A2,146,98,48,44,2026-04-03,-4,Normal,0.6712328767123288,Normal
2161,CPU,Components,Lenovo,B3,278,269,9,1,2025-07-06,-8,Normal,0.9676258992805755,Fast Moving
2162,Router,Networking,Samsung,B3,205,170,35,53,2025-10-08,18,Overstock,0.8292682926829268,Fast Moving
2163,RAM,Components,Samsung,A2,315,50,265,283,2026-02-10,18,Overstock,0.15873015873015872,Slow Moving
2164,Keyboard,Accessories,HP,B2,96,11,85,87,2025-10-18,2,Normal,0.11458333333333333,Slow Moving
2165,Keyboard,Accessories,Logitech,A1,397,253,144,131,2026-06-08,-13,Normal,0.6372795969773299,Normal
2166,Speaker,Electronics,Samsung,C1,329,77,252,256,2026-01-24,4,Normal,0.23404255319148937,Normal
2167,Keyboard,Accessories,Dell,B2,57,57,0,-12,2026-03-25,-12,Normal,1.0,Fast Moving
2168,SSD,Storage,Dell,B3,456,199,257,260,2026-01-19,3,Normal,0.43640350877192985,Normal
2169,Scanner,Electronics,HP,B3,433,318,115,125,2025-11-01,10,Normal,0.7344110854503464,Normal
2170,Speaker,Electronics,HP,A3,253,209,44,44,2025-09-04,0,Normal,0.8260869565217391,Fast Moving
2171,Hard Disk,Storage,HP,B1,475,59,416,407,2025-09-30,-9,Normal,0.12421052631578948,Slow Moving
2172,Mouse,Accessories,HP,A2,500,400,100,110,2025-09-05,10,Normal,0.8,Fast Moving
2173,Projector,Electronics,HP,A3,146,16,130,133,2025-07-20,3,Normal,0.1095890410958904,Slow Moving
2174,GPU,Components,Dell,C1,90,0,90,104,2025-12-01,14,Normal,0.0,Slow Moving
2175,Webcam,Accessories,Samsung,B1,422,326,96,107,2026-01-20,11,Normal,0.7725118483412322,Normal
2176,Speaker,Electronics,Dell,B3,399,222,177,187,2025-10-18,10,Normal,0.556390977443609,Normal
2177,Printer,Electronics,HP,C2,391,216,175,162,2025-10-14,-13,Normal,0.5524296675191815,Normal
2178,Mouse,Accessories,Lenovo,C3,443,187,256,265,2025-09-18,9,Normal,0.4221218961625282,Normal
2179,Speaker,Electronics,Samsung,A3,162,150,12,14,2025-08-04,2,Normal,0.9259259259259259,Fast Moving
2180,Webcam,Accessories,HP,A3,216,66,150,147,2026-04-12,-3,Normal,0.3055555555555556,Normal
2181,Projector,Electronics,HP,B3,367,195,172,166,2026-04-30,-6,Normal,0.5313351498637602,Normal
2182,Printer,Electronics,HP,B2,444,23,421,423,2025-10-02,2,Normal,0.0518018018018018,Slow Moving
2183,Router,Networking,HP,A2,490,463,27,29,2026-05-26,2,Normal,0.9448979591836735,Fast Moving
2184,Webcam,Accessories,Lenovo,A2,404,384,20,18,2026-02-24,-2,Normal,0.9504950495049505,Fast Moving
2185,Scanner,Electronics,Lenovo,A1,238,175,63,73,2025-07-03,10,Normal,0.7352941176470589,Normal
2186,Monitor,Electronics,Lenovo,B1,433,397,36,20,2026-05-21,-16,Missing Inventory,0.9168591224018475,Fast Moving
2187,Printer,Electronics,HP,C3,353,211,142,155,2026-03-05,13,Normal,0.5977337110481586,Normal
2188,RAM,Components,Samsung,C2,185,109,76,63,2025-07-29,-13,Normal,0.5891891891891892,Normal
2189,RAM,Components,Lenovo,C2,348,235,113,119,2025-07-21,6,Normal,0.6752873563218391,Normal
2190,Hard Disk,Storage,Logitech,C1,465,4,461,474,2025-08-01,13,Normal,0.008602150537634409,Slow Moving
2191,SSD,Storage,Lenovo,B1,329,10,319,328,2025-12-30,9,Normal,0.030395136778115502,Slow Moving
2192,Webcam,Accessories,Dell,C3,213,79,134,131,2026-06-09,-3,Normal,0.37089201877934275,Normal
2193,Printer,Electronics,Dell,B2,487,207,280,265,2026-05-13,-15,Normal,0.42505133470225875,Normal
2194,Scanner,Electronics,Logitech,C3,358,325,33,21,2025-11-28,-12,Normal,0.9078212290502793,Fast Moving
2195,Webcam,Accessories,HP,A1,436,83,353,337,2025-09-30,-16,Missing Inventory,0.19036697247706422,Slow Moving
2196,Printer,Electronics,Samsung,C1,272,65,207,207,2026-03-10,0,Normal,0.23897058823529413,Normal
2197,Keyboard,Accessories,Samsung,B3,187,31,156,168,2026-03-21,12,Normal,0.1657754010695187,Slow Moving
2198,Keyboard,Accessories,Lenovo,A2,237,114,123,127,2026-01-06,4,Normal,0.4810126582278481,Normal
2199,SSD,Storage,Dell,B1,91,38,53,57,2026-04-16,4,Normal,0.4175824175824176,Normal
2200,GPU,Components,Logitech,A1,252,240,12,-8,2025-10-02,-20,Missing Inventory,0.9523809523809523,Fast Moving
2201,Monitor,Electronics,Lenovo,C1,186,119,67,63,2025-10-24,-4,Normal,0.6397849462365591,Normal
2202,Scanner,Electronics,Lenovo,C3,362,130,232,234,2026-04-21,2,Normal,0.35911602209944754,Normal
2203,Laptop,Electronics,Samsung,C2,209,138,71,65,2025-11-22,-6,Normal,0.6602870813397129,Normal
2204,Webcam,Accessories,HP,A3,231,122,109,127,2026-05-08,18,Overstock,0.5281385281385281,Normal
2205,RAM,Components,Logitech,A2,145,106,39,23,2026-04-19,-16,Missing Inventory,0.7310344827586207,Normal
2206,CPU,Components,Dell,B3,334,154,180,189,2026-06-08,9,Normal,0.46107784431137727,Normal
2207,Hard Disk,Storage,Dell,C2,233,230,3,3,2025-10-16,0,Normal,0.9871244635193133,Fast Moving
2208,Webcam,Accessories,Dell,B2,197,177,20,37,2025-11-06,17,Overstock,0.8984771573604061,Fast Moving
2209,Printer,Electronics,HP,B2,440,236,204,207,2026-06-16,3,Normal,0.5363636363636364,Normal
2210,Mouse,Accessories,Samsung,B2,287,3,284,298,2026-05-04,14,Normal,0.010452961672473868,Slow Moving
2211,RAM,Components,Logitech,C1,266,83,183,181,2026-02-23,-2,Normal,0.31203007518796994,Normal
2212,Keyboard,Accessories,Dell,B2,127,114,13,20,2026-06-23,7,Normal,0.8976377952755905,Fast Moving
2213,Webcam,Accessories,Dell,C1,426,112,314,329,2026-01-25,15,Normal,0.26291079812206575,Normal
2214,Speaker,Electronics,Logitech,A3,386,105,281,282,2025-12-26,1,Normal,0.27202072538860106,Normal
2215,Mouse,Accessories,Logitech,C3,62,27,35,36,2026-02-07,1,Normal,0.43548387096774194,Normal
2216,Scanner,Electronics,Logitech,A1,416,131,285,296,2026-06-05,11,Normal,0.31490384615384615,Normal
2217,Scanner,Electronics,Dell,C1,367,337,30,31,2025-07-17,1,Normal,0.9182561307901907,Fast Moving
2218,SSD,Storage,Logitech,B3,219,97,122,116,2025-11-26,-6,Normal,0.4429223744292237,Normal
2219,RAM,Components,Lenovo,B3,247,90,157,152,2026-01-04,-5,Normal,0.3643724696356275,Normal
2220,Webcam,Accessories,Dell,A2,60,32,28,10,2026-06-13,-18,Missing Inventory,0.5333333333333333,Normal
2221,Projector,Electronics,Logitech,A2,265,104,161,175,2026-06-25,14,Normal,0.39245283018867927,Normal
2222,Hard Disk,Storage,Dell,B3,255,27,228,248,2025-07-02,20,Overstock,0.10588235294117647,Slow Moving
2223,Speaker,Electronics,Samsung,C3,391,204,187,189,2025-12-30,2,Normal,0.5217391304347826,Normal
2224,Projector,Electronics,Samsung,A3,152,34,118,101,2025-09-07,-17,Missing Inventory,0.2236842105263158,Normal
2225,SSD,Storage,Samsung,B1,80,60,20,28,2026-05-19,8,Normal,0.75,Normal
2226,Router,Networking,Samsung,C2,230,143,87,88,2026-02-04,1,Normal,0.6217391304347826,Normal
2227,Keyboard,Accessories,Samsung,B1,446,369,77,91,2026-06-18,14,Normal,0.827354260089686,Fast Moving
2228,Mouse,Accessories,Samsung,C2,266,46,220,215,2025-12-25,-5,Normal,0.17293233082706766,Slow Moving
2229,Projector,Electronics,Dell,C3,456,47,409,415,2026-01-31,6,Normal,0.10307017543859649,Slow Moving
2230,Speaker,Electronics,Samsung,B3,115,38,77,78,2025-08-02,1,Normal,0.33043478260869563,Normal
2231,Mouse,Accessories,Logitech,A3,335,116,219,207,2025-08-30,-12,Normal,0.34626865671641793,Normal
2232,Scanner,Electronics,Lenovo,B1,413,167,246,234,2026-01-07,-12,Normal,0.4043583535108959,Normal
2233,Laptop,Electronics,HP,B3,390,104,286,278,2026-03-30,-8,Normal,0.26666666666666666,Normal
2234,Projector,Electronics,Dell,A3,275,131,144,159,2026-03-15,15,Normal,0.4763636363636364,Normal
2235,Printer,Electronics,HP,B1,304,66,238,250,2025-08-21,12,Normal,0.21710526315789475,Normal
2236,Webcam,Accessories,Lenovo,C3,307,80,227,215,2025-10-22,-12,Normal,0.26058631921824105,Normal
2237,CPU,Components,HP,B3,323,186,137,128,2025-11-08,-9,Normal,0.5758513931888545,Normal
2238,Keyboard,Accessories,HP,B2,374,232,142,134,2025-06-27,-8,Normal,0.6203208556149733,Normal
2239,Hard Disk,Storage,Lenovo,C1,464,378,86,100,2026-06-10,14,Normal,0.8146551724137931,Fast Moving
2240,Webcam,Accessories,Lenovo,A1,101,96,5,5,2026-02-08,0,Normal,0.9504950495049505,Fast Moving
2241,Projector,Electronics,Samsung,A2,401,257,144,133,2025-09-30,-11,Normal,0.6408977556109726,Normal
2242,Monitor,Electronics,Samsung,B1,149,42,107,87,2025-07-14,-20,Missing Inventory,0.28187919463087246,Normal
2243,CPU,Components,Lenovo,C1,383,373,10,28,2026-06-17,18,Overstock,0.9738903394255874,Fast Moving
2244,CPU,Components,Lenovo,B2,330,330,0,4,2026-05-10,4,Normal,1.0,Fast Moving
2245,Laptop,Electronics,HP,B2,364,244,120,101,2025-11-07,-19,Missing Inventory,0.6703296703296703,Normal
2246,Laptop,Electronics,Logitech,C2,361,274,87,102,2026-02-15,15,Normal,0.7590027700831025,Normal
2247,Projector,Electronics,Logitech,C3,296,76,220,222,2025-07-31,2,Normal,0.25675675675675674,Normal
2248,Router,Networking,Dell,B1,264,29,235,252,2026-03-21,17,Overstock,0.10984848484848485,Slow Moving
2249,Printer,Electronics,Samsung,B2,251,82,169,189,2025-08-04,20,Overstock,0.32669322709163345,Normal
2250,Laptop,Electronics,Dell,B3,254,232,22,21,2025-08-15,-1,Normal,0.9133858267716536,Fast Moving
2251,RAM,Components,Logitech,B3,150,150,0,5,2025-07-06,5,Normal,1.0,Fast Moving
2252,Keyboard,Accessories,Lenovo,C3,110,41,69,56,2025-12-28,-13,Normal,0.37272727272727274,Normal
2253,Projector,Electronics,Dell,C3,120,76,44,60,2026-03-04,16,Overstock,0.6333333333333333,Normal
2254,Projector,Electronics,Logitech,C2,264,104,160,165,2026-03-11,5,Normal,0.3939393939393939,Normal
2255,Monitor,Electronics,Lenovo,C2,207,146,61,80,2025-09-04,19,Overstock,0.7053140096618358,Normal
2256,SSD,Storage,Lenovo,A3,107,18,89,94,2025-08-09,5,Normal,0.16822429906542055,Slow Moving
2257,RAM,Components,Logitech,C2,277,42,235,237,2025-08-09,2,Normal,0.15162454873646208,Slow Moving
2258,SSD,Storage,Logitech,B3,55,6,49,42,2025-10-17,-7,Normal,0.10909090909090909,Slow Moving
2259,Hard Disk,Storage,HP,C3,278,214,64,81,2025-09-27,17,Overstock,0.7697841726618705,Normal
2260,RAM,Components,Logitech,C1,467,115,352,339,2025-12-19,-13,Normal,0.2462526766595289,Normal
2261,Hard Disk,Storage,Dell,C1,201,9,192,203,2025-09-01,11,Normal,0.04477611940298507,Slow Moving
2262,Router,Networking,Dell,C2,125,71,54,73,2025-07-05,19,Overstock,0.568,Normal
2263,CPU,Components,Samsung,B1,206,195,11,-3,2025-09-29,-14,Normal,0.9466019417475728,Fast Moving
2264,Webcam,Accessories,Samsung,A1,452,235,217,204,2025-07-13,-13,Normal,0.5199115044247787,Normal
2265,Monitor,Electronics,Logitech,A1,277,240,37,37,2025-11-20,0,Normal,0.8664259927797834,Fast Moving
2266,GPU,Components,Samsung,A1,498,37,461,454,2026-06-22,-7,Normal,0.07429718875502007,Slow Moving
2267,Projector,Electronics,Dell,A2,251,34,217,215,2026-01-24,-2,Normal,0.13545816733067728,Slow Moving
2268,Router,Networking,Dell,A2,472,109,363,365,2025-08-04,2,Normal,0.2309322033898305,Normal
2269,Router,Networking,Dell,A3,136,38,98,95,2025-12-30,-3,Normal,0.27941176470588236,Normal
2270,Webcam,Accessories,Lenovo,C2,480,39,441,433,2026-05-04,-8,Normal,0.08125,Slow Moving
2271,CPU,Components,Lenovo,A1,301,166,135,150,2025-10-23,15,Normal,0.5514950166112956,Normal
2272,SSD,Storage,Samsung,C3,261,90,171,188,2026-01-11,17,Overstock,0.3448275862068966,Normal
2273,Hard Disk,Storage,HP,C1,438,143,295,305,2026-03-14,10,Normal,0.3264840182648402,Normal
2274,Projector,Electronics,Dell,A2,241,81,160,178,2025-08-23,18,Overstock,0.3360995850622407,Normal
2275,GPU,Components,Dell,B1,442,178,264,266,2026-04-24,2,Normal,0.40271493212669685,Normal
2276,CPU,Components,Lenovo,B3,398,84,314,294,2026-04-30,-20,Missing Inventory,0.21105527638190955,Normal
2277,Webcam,Accessories,Lenovo,A3,66,8,58,43,2025-10-20,-15,Normal,0.12121212121212122,Slow Moving
2278,GPU,Components,Samsung,A3,212,64,148,144,2026-04-05,-4,Normal,0.3018867924528302,Normal
2279,Keyboard,Accessories,Samsung,B1,124,87,37,26,2025-07-25,-11,Normal,0.7016129032258065,Normal
2280,Router,Networking,HP,A3,465,68,397,400,2025-09-18,3,Normal,0.14623655913978495,Slow Moving
2281,Router,Networking,Dell,C1,144,2,142,126,2026-05-13,-16,Missing Inventory,0.013888888888888888,Slow Moving
2282,Projector,Electronics,Lenovo,B2,435,71,364,374,2025-10-22,10,Normal,0.1632183908045977,Slow Moving
2283,Monitor,Electronics,Lenovo,A3,132,34,98,84,2026-05-15,-14,Normal,0.25757575757575757,Normal
2284,Hard Disk,Storage,Dell,B2,122,37,85,101,2026-05-13,16,Overstock,0.30327868852459017,Normal
2285,Hard Disk,Storage,Lenovo,A1,271,22,249,251,2026-04-07,2,Normal,0.08118081180811808,Slow Moving
2286,Speaker,Electronics,Logitech,A3,259,83,176,178,2025-12-04,2,Normal,0.3204633204633205,Normal
2287,Router,Networking,HP,A1,368,127,241,235,2025-07-10,-6,Normal,0.3451086956521739,Normal
2288,RAM,Components,Lenovo,A1,320,209,111,101,2026-06-21,-10,Normal,0.653125,Normal
2289,GPU,Components,Dell,A2,158,38,120,140,2025-07-01,20,Overstock,0.24050632911392406,Normal
2290,Router,Networking,Samsung,C1,376,272,104,96,2025-10-05,-8,Normal,0.723404255319149,Normal
2291,RAM,Components,Dell,A3,269,26,243,226,2026-04-08,-17,Missing Inventory,0.09665427509293681,Slow Moving
2292,Projector,Electronics,Samsung,A3,223,178,45,50,2026-06-13,5,Normal,0.7982062780269058,Normal
2293,Webcam,Accessories,Logitech,B3,60,29,31,44,2026-03-13,13,Normal,0.48333333333333334,Normal
2294,Monitor,Electronics,Samsung,C2,117,28,89,92,2025-08-02,3,Normal,0.23931623931623933,Normal
2295,SSD,Storage,Logitech,B1,397,186,211,222,2026-05-02,11,Normal,0.46851385390428213,Normal
2296,SSD,Storage,HP,C2,435,248,187,169,2025-09-09,-18,Missing Inventory,0.5701149425287356,Normal
2297,GPU,Components,Samsung,B1,332,232,100,99,2025-09-23,-1,Normal,0.6987951807228916,Normal
2298,Speaker,Electronics,Dell,A3,213,75,138,140,2025-10-01,2,Normal,0.352112676056338,Normal
2299,Router,Networking,Samsung,A2,389,154,235,222,2026-04-19,-13,Normal,0.39588688946015427,Normal
2300,Scanner,Electronics,Samsung,B1,281,17,264,272,2025-07-28,8,Normal,0.060498220640569395,Slow Moving
2301,Projector,Electronics,Dell,A2,472,17,455,449,2026-02-22,-6,Normal,0.036016949152542374,Slow Moving
2302,Scanner,Electronics,Logitech,A3,453,25,428,408,2025-08-19,-20,Missing Inventory,0.05518763796909492,Slow Moving
2303,Keyboard,Accessories,Dell,B1,132,45,87,92,2026-03-07,5,Normal,0.3409090909090909,Normal
2304,Scanner,Electronics,Dell,A3,241,71,170,187,2026-03-19,17,Overstock,0.2946058091286307,Normal
2305,RAM,Components,Lenovo,B3,64,12,52,72,2025-07-28,20,Overstock,0.1875,Slow Moving
2306,Router,Networking,Lenovo,C2,275,256,19,3,2026-02-13,-16,Missing Inventory,0.9309090909090909,Fast Moving
2307,Laptop,Electronics,Lenovo,C3,155,123,32,26,2026-04-22,-6,Normal,0.7935483870967742,Normal
2308,Keyboard,Accessories,Logitech,A1,214,191,23,34,2025-12-21,11,Normal,0.8925233644859814,Fast Moving
2309,GPU,Components,Lenovo,A3,499,68,431,422,2025-10-13,-9,Normal,0.13627254509018036,Slow Moving
2310,Scanner,Electronics,Dell,C1,65,11,54,42,2025-10-07,-12,Normal,0.16923076923076924,Slow Moving
2311,Router,Networking,HP,B3,389,89,300,297,2025-12-22,-3,Normal,0.22879177377892032,Normal
2312,Router,Networking,Dell,B3,90,47,43,45,2025-12-08,2,Normal,0.5222222222222223,Normal
2313,RAM,Components,Samsung,B3,462,14,448,435,2026-04-09,-13,Normal,0.030303030303030304,Slow Moving
2314,Webcam,Accessories,Samsung,B1,430,270,160,168,2025-12-25,8,Normal,0.627906976744186,Normal
2315,GPU,Components,Samsung,A2,309,107,202,201,2025-12-29,-1,Normal,0.34627831715210355,Normal
2316,Router,Networking,Logitech,B1,416,86,330,320,2026-02-14,-10,Normal,0.20673076923076922,Normal
2317,Hard Disk,Storage,Lenovo,C3,297,166,131,120,2025-08-26,-11,Normal,0.5589225589225589,Normal
2318,Printer,Electronics,HP,A2,236,138,98,116,2026-04-16,18,Overstock,0.5847457627118644,Normal
2319,Scanner,Electronics,Logitech,C1,153,30,123,143,2026-06-11,20,Overstock,0.19607843137254902,Slow Moving
2320,RAM,Components,Dell,C1,120,26,94,92,2026-04-21,-2,Normal,0.21666666666666667,Normal
2321,Webcam,Accessories,Lenovo,C2,247,110,137,152,2025-06-25,15,Normal,0.44534412955465585,Normal
2322,Printer,Electronics,Samsung,B2,260,185,75,83,2025-12-13,8,Normal,0.7115384615384616,Normal
2323,Monitor,Electronics,Dell,C3,62,28,34,42,2026-03-16,8,Normal,0.45161290322580644,Normal
2324,Hard Disk,Storage,Dell,B1,497,89,408,422,2026-03-03,14,Normal,0.1790744466800805,Slow Moving
2325,Mouse,Accessories,Samsung,A3,311,217,94,80,2026-03-02,-14,Normal,0.6977491961414791,Normal
2326,Printer,Electronics,Lenovo,A2,63,26,37,50,2026-04-30,13,Normal,0.4126984126984127,Normal
2327,Laptop,Electronics,Samsung,B2,306,261,45,46,2025-11-24,1,Normal,0.8529411764705882,Fast Moving
2328,Keyboard,Accessories,HP,B3,153,141,12,29,2025-11-03,17,Overstock,0.9215686274509803,Fast Moving
2329,CPU,Components,Logitech,C3,102,58,44,28,2026-06-07,-16,Missing Inventory,0.5686274509803921,Normal
2330,Speaker,Electronics,HP,B3,463,214,249,246,2026-05-27,-3,Normal,0.46220302375809935,Normal
2331,Printer,Electronics,Lenovo,B2,246,108,138,153,2025-08-19,15,Normal,0.43902439024390244,Normal
2332,RAM,Components,Lenovo,B2,362,222,140,152,2025-08-18,12,Normal,0.6132596685082873,Normal
2333,Laptop,Electronics,Lenovo,A1,484,52,432,448,2026-04-29,16,Overstock,0.10743801652892562,Slow Moving
2334,GPU,Components,Lenovo,A2,299,132,167,178,2025-09-06,11,Normal,0.4414715719063545,Normal
2335,GPU,Components,Dell,B3,288,257,31,29,2025-07-02,-2,Normal,0.8923611111111112,Fast Moving
2336,Scanner,Electronics,Samsung,A1,461,293,168,188,2025-11-10,20,Overstock,0.6355748373101953,Normal
2337,RAM,Components,Lenovo,B1,80,43,37,18,2025-10-06,-19,Missing Inventory,0.5375,Normal
2338,Projector,Electronics,Lenovo,A3,414,228,186,182,2025-08-22,-4,Normal,0.5507246376811594,Normal
2339,SSD,Storage,HP,A3,346,341,5,9,2025-07-24,4,Normal,0.9855491329479769,Fast Moving
2340,CPU,Components,Samsung,A3,354,113,241,248,2025-08-19,7,Normal,0.3192090395480226,Normal
2341,Projector,Electronics,Dell,A3,402,233,169,170,2025-09-02,1,Normal,0.5796019900497512,Normal
2342,Speaker,Electronics,Logitech,C2,74,49,25,41,2026-04-28,16,Overstock,0.6621621621621622,Normal
2343,Projector,Electronics,Samsung,C1,273,128,145,164,2026-02-16,19,Overstock,0.46886446886446886,Normal
2344,Keyboard,Accessories,Lenovo,A2,312,265,47,52,2025-11-13,5,Normal,0.8493589743589743,Fast Moving
2345,Keyboard,Accessories,Logitech,C3,143,5,138,148,2025-10-29,10,Normal,0.03496503496503497,Slow Moving
2346,SSD,Storage,Samsung,A2,343,63,280,286,2025-10-19,6,Normal,0.1836734693877551,Slow Moving
2347,GPU,Components,Dell,B1,105,45,60,49,2026-03-08,-11,Normal,0.42857142857142855,Normal
2348,Hard Disk,Storage,Samsung,B1,252,88,164,177,2025-11-02,13,Normal,0.3492063492063492,Normal
2349,RAM,Components,Logitech,A2,381,68,313,329,2026-04-17,16,Overstock,0.1784776902887139,Slow Moving
2350,CPU,Components,Samsung,C1,249,138,111,128,2025-09-19,17,Overstock,0.5542168674698795,Normal
2351,Scanner,Electronics,Logitech,B3,334,112,222,232,2025-11-07,10,Normal,0.33532934131736525,Normal
2352,Router,Networking,Samsung,C1,242,24,218,215,2025-11-30,-3,Normal,0.09917355371900827,Slow Moving
2353,Scanner,Electronics,Dell,B3,356,288,68,79,2026-03-15,11,Normal,0.8089887640449438,Fast Moving
2354,Projector,Electronics,Samsung,A3,425,316,109,123,2026-01-06,14,Normal,0.7435294117647059,Normal
2355,Speaker,Electronics,HP,A1,205,169,36,40,2026-02-08,4,Normal,0.824390243902439,Fast Moving
2356,Speaker,Electronics,Lenovo,C3,366,134,232,243,2025-07-25,11,Normal,0.366120218579235,Normal
2357,RAM,Components,Logitech,B2,318,129,189,170,2026-04-08,-19,Missing Inventory,0.4056603773584906,Normal
2358,Monitor,Electronics,Dell,B2,178,79,99,93,2026-02-11,-6,Normal,0.4438202247191011,Normal
